Tenor,spread_1m_2m,spread_1m_3m,spread_7m_8m,spread_8m_9m,spread_9m_10m,spread_10m_11m,spread_11m_1y,spread_1y_14m,fly_1m_2m_3m,fly_2m_3m_4m,fly_3m_4m_5m,fly_4m_5m_6m,fly_5m_6m_7m,fly_6m_7m_8m,fly_7m_8m_9m,fly_8m_9m_10m,fly_9m_10m_11m,fly_10m_11m_1y,fly_11m_1y_14m,fly_14m_2y_3y
2009-12-02,1.199999999999868,8.309999999999995,24.83000000000004,19.73000000000003,16.39999999999997,20.04999999999999,16.98000000000004,34.01999999999994,5.910000000000437,1.77999999999976,9.31000000000033,-5.879999999999797,-0.460000000000349,12.97000000000033,-5.099999999999838,-3.330000000000055,3.65000000000002,-3.069999999999951,17.03999999999972,-47.99000000000007
2009-12-03,1.7100000000001,8.730000000000082,26.45999999999997,21.05999999999995,17.67000000000003,19.33000000000007,16.36000000000006,33.53999999999999,5.310000000000059,1.140000000000185,10.81000000000003,-6.119999999999948,0.6900000000001683,12.91999999999973,-5.399999999999849,-3.389999999999915,1.660000000000039,-2.970000000000184,17.17999999999975,-47.43999999999993
2009-12-04,2.59999999999998,9.669999999999845,26.75000000000001,21.27999999999997,18.14999999999998,19.55000000000009,16.55999999999995,34.96000000000006,4.469999999999885,0.8300000000001972,10.50000000000004,-5.939999999999657,2.039999999999864,12.25000000000023,-5.470000000000041,-3.130000000000166,1.40000000000029,-2.990000000000137,18.40000000000011,-43.64999999999988
2009-12-07,1.909999999999989,7.209999999999894,25.15999999999998,20.00000000000011,17.58999999999986,19.77000000000011,16.76000000000002,34.67000000000002,3.389999999999915,4.240000000000066,8.099999999999596,-5.709999999999837,2.909999999999968,10.32000000000011,-5.160000000000053,-2.410000000000068,2.180000000000248,-3.01000000000009,17.91000000000018,-44.34000000000005
2009-12-08,2.369999999999983,8.760000000000012,24.16,19.18000000000006,17.60000000000002,20.54999999999989,17.4100000000001,35.31999999999993,4.019999999999868,5.429999999999779,6.520000000000081,-5.920000000000059,3.359999999999985,8.38000000000001,-4.980000000000118,-1.580000000000226,2.949999999999875,-3.139999999999787,17.90999999999983,-47.31999999999985
2009-12-09,1.670000000000016,7.729999999999926,25.7200000000001,20.43999999999997,18.67000000000001,20.20999999999997,17.11999999999989,34.81000000000005,4.390000000000072,6.270000000000309,5.260000000000176,-5.680000000000263,5.330000000000013,8.480000000000132,-5.280000000000129,-1.769999999999783,1.539999999999964,-3.090000000000259,17.69000000000034,-45.42000000000002
2009-12-10,2.10000000000008,7.30000000000004,23.63,18.76000000000015,17.92999999999996,19.86999999999988,16.83000000000003,35.52,3.099999999999881,6.680000000000064,4.569999999999652,-5.320000000000036,5.860000000000198,6.640000000000157,-4.869999999999663,-0.8300000000001972,1.939999999999742,-3.04000000000002,18.68999999999978,-47.7800000000002
2009-12-11,3.300000000000125,7.890000000000086,23.18999999999996,18.39999999999993,18.46000000000014,20.61999999999991,17.46999999999996,35.80000000000005,1.289999999999836,6.680000000000064,4.469999999999885,-5.109999999999815,6.97999999999972,5.579999999999785,-4.78999999999985,0.06000000000021544,2.15999999999994,-3.150000000000119,18.32999999999991,-47.08000000000006
2009-12-14,3.639999999999866,8.760000000000012,22.41,17.76,18.96000000000004,21.34999999999998,18.11000000000007,36.25999999999987,1.480000000000459,6.909999999999528,3.400000000000247,-5.010000000000048,7.679999999999865,4.309999999999903,-4.649999999999821,1.200000000000045,2.390000000000114,-3.23999999999991,18.14999999999962,-45.62999999999988
2009-12-15,2.779999999999916,8.549999999999969,23.37999999999987,18.55000000000011,19.83999999999995,21.35999999999996,18.12000000000005,34.99999999999996,2.990000000000137,8.169999999999789,1.559999999999917,-5.030000000000001,9.34999999999988,3.559999999999874,-4.829999999999757,1.289999999999836,1.52000000000001,-3.23999999999991,16.87999999999974,-53.18000000000005
2009-12-16,1.269999999999882,7.610000000000028,23.98000000000007,19.02999999999988,20.13000000000016,20.66999999999997,17.50999999999987,36.18000000000006,5.070000000000263,9.629999999999583,0.3300000000002967,-5.290000000000106,10.5400000000003,2.430000000000021,-4.950000000000188,1.100000000000279,0.5399999999998073,-3.160000000000096,18.67000000000019,-43.77999999999993
2009-12-17,2.050000000000018,7.179999999999964,23.02,18.26000000000008,20.17999999999986,20.50000000000001,17.38,39.37000000000008,3.079999999999927,9.720000000000084,-0.1500000000000057,-4.790000000000205,11.72000000000004,1.389999999999958,-4.75999999999992,1.919999999999789,0.32000000000032,-3.119999999999834,21.99000000000026,-49.64000000000013
2009-12-18,0.5100000000000549,5.920000000000059,22.25000000000001,17.6400000000001,20.2,20.15999999999991,17.08999999999996,38.86000000000003,4.899999999999949,10.70999999999991,-1.379999999999981,-4.790000000000205,12.15000000000011,0.1500000000000057,-4.609999999999914,2.560000000000073,-0.03999999999990678,-3.069999999999951,21.77000000000007,-55.12999999999977
2009-12-21,2.680000000000149,7.180000000000142,22.33000000000001,17.69999999999996,20.04999999999999,19.30000000000014,16.34999999999991,37.89999999999996,1.819999999999666,11.35000000000019,-1.930000000000121,-4.540000000000077,13.78000000000021,-0.8300000000001972,-4.630000000000223,2.349999999999852,-0.7499999999996732,-2.95000000000023,21.55000000000022,-52.58000000000038
2009-12-22,2.329999999999899,7.620000000000005,21.89999999999994,17.35000000000007,20.11000000000003,20.18999999999984,17.10000000000012,35.45999999999996,2.960000000000207,11.61999999999992,-3.130000000000166,-4.479999999999862,14.57000000000015,-1.970000000000027,-4.550000000000054,2.759999999999962,0.07999999999981355,-3.089999999999904,18.35999999999984,-47.12999999999994
2009-12-23,2.069999999999972,8.360000000000056,22.79,18.07999999999996,21.46000000000008,19.84999999999992,16.82000000000006,32.88999999999991,4.220000000000113,12.02999999999967,-4.329999999999856,-4.550000000000054,16.5300000000002,-3.180000000000049,-4.710000000000036,3.380000000000294,-1.610000000000156,-3.030000000000044,16.06999999999985,-49.25000000000033
2009-12-28,0.9099999999998332,7.919999999999838,21.60999999999991,17.12000000000007,22.43999999999993,20.04000000000001,16.97000000000006,33.87999999999991,6.10000000000035,14.02999999999999,-6.699999999999662,-4.660000000000153,17.31000000000016,-5.379999999999896,-4.489999999999839,5.320000000000036,-2.399999999999736,-3.069999999999951,16.90999999999967,-48.61000000000004
2009-12-29,0.569999999999915,6.859999999999999,21.8300000000001,17.3,21.9199999999999,19.03000000000006,16.09999999999996,36.54000000000011,5.720000000000169,15.67000000000007,-7.779999999999987,-4.619999999999891,18.84999999999977,-6.579999999999586,-4.530000000000101,4.619999999999891,-2.88999999999966,-2.930000000000277,20.43999999999997,-52.41000000000007
2009-12-30,3.509999999999991,11.11999999999984,19.83999999999995,15.68000000000005,24.53000000000003,21.03000000000002,17.83000000000001,35.98999999999997,4.099999999999682,16.05000000000025,-9.190000000000254,-3.670000000000329,15.08000000000003,-6.040000000000134,-4.159999999999897,8.84999999999998,-3.500000000000014,-3.200000000000003,18.15999999999995,-48.84999999999984
2010-01-04,7.060000000000066,10.58000000000003,20.42000000000002,18.69999999999994,23.41999999999995,19.54000000000011,16.71999999999993,33.24999999999996,-3.540000000000276,8.35000000000008,8.099999999999952,-3.610000000000113,10.27000000000022,-6.210000000000093,-1.720000000000255,4.720000000000013,-3.879999999999839,-2.820000000000178,16.5300000000002,-46.54000000000025
2010-01-05,3.099999999999881,7.119999999999926,20.32999999999987,17.09000000000014,22.64999999999997,18.87999999999987,16.35000000000009,32.31999999999999,0.9200000000003428,8.840000000000003,7.27000000000011,-2.740000000000009,9.100000000000108,-6.16000000000021,-3.23999999999991,5.559999999999832,-3.770000000000095,-2.529999999999788,15.96999999999973,-43.6399999999999
2010-01-06,4.320000000000057,8.230000000000004,19.4700000000001,16.78999999999995,21.33000000000003,17.75000000000002,16.02999999999994,36.33000000000006,-0.4100000000001103,6.810000000000116,9.01999999999994,-1.909999999999812,7.579999999999742,-5.939999999999657,-2.680000000000149,4.540000000000077,-3.580000000000183,-1.719999999999899,20.29999999999994,-38.51000000000013
